Ano;"UF do Produto";"Código CGCE Nível 1";"Descrição CGCE Nível 1";"Valor FOB (US$)"
2006;Rondônia;1;"BENS DE CAPITAL (BK)";15390
2006;Piauí;4;"COMBUSTÍVEIS E LUBRIFICANTES";12829
2006;"Mato Grosso";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1762
2006;Amapá;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";983
2006;Roraima;1;"BENS DE CAPITAL (BK)";540
2005;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";17889504333
2005;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";11872395297
2005;"São Paulo";3;"BENS DE CONSUMO (BC)";9662582482
2005;"São Paulo";1;"BENS DE CAPITAL (BK)";8304705941
2005;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";6079017018
2005;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";5862629083
2005;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";5390777085
2005;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";5078946208
2005;Pará;2;"BENS INTERMEDIÁRIOS (BI)";4624196579
2005;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";3781361880
2005;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";3451931077
2005;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";3116760489
2005;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";2886699445
2005;Paraná;3;"BENS DE CONSUMO (BC)";2803783956
2005;"Santa Catarina";3;"BENS DE CONSUMO (BC)";2225993457
2005;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";2076387209
2005;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";2049664634
2005;Amazonas;3;"BENS DE CONSUMO (BC)";1772209079
2005;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";1474352598
2005;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";1427603998
2005;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";1415931600
2005;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";1223455834
2005;"Minas Gerais";3;"BENS DE CONSUMO (BC)";1150309019
2005;Bahia;3;"BENS DE CONSUMO (BC)";1099243648
2005;Paraná;1;"BENS DE CAPITAL (BK)";904173337
2005;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";715069922
2005;Ceará;3;"BENS DE CONSUMO (BC)";563706224
2005;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";477975993
2005;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";475988303
2005;"Santa Catarina";1;"BENS DE CAPITAL (BK)";465706716
2005;"Minas Gerais";1;"BENS DE CAPITAL (BK)";428786308
2005;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";426341971
2005;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";425830039
2005;Goiás;3;"BENS DE CONSUMO (BC)";383942894
2005;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";378216168
2005;"Mato Grosso";3;"BENS DE CONSUMO (BC)";354748669
2005;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";354025792
2005;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";283366486
2005;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";260835220
2005;Pernambuco;3;"BENS DE CONSUMO (BC)";242147666
2005;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";241648699
2005;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";216580794
2005;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";165220298
2005;Paraíba;3;"BENS DE CONSUMO (BC)";142363561
2005;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";138491913
2005;Pará;3;"BENS DE CONSUMO (BC)";129558694
2005;"Espírito Santo";3;"BENS DE CONSUMO (BC)";126902414
2005;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";119479855
2005;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";109656019
2005;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";101196907
2005;Alagoas;3;"BENS DE CONSUMO (BC)";85728378
2005;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";75544924
2005;Amazonas;1;"BENS DE CAPITAL (BK)";66715423
2005;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";66406447
2005;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";60602091
2005;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";50639168
2005;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";47393804
2005;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";43918643
2005;"Distrito Federal";3;"BENS DE CONSUMO (BC)";40258844
2005;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";39045854
2005;Rondônia;3;"BENS DE CONSUMO (BC)";37258168
2005;Sergipe;3;"BENS DE CONSUMO (BC)";33418207
2005;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";32879839
2005;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";24659329
2005;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";21423385
2005;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";17097490
2005;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";16564220
2005;Piauí;3;"BENS DE CONSUMO (BC)";14687754
2005;Tocantins;3;"BENS DE CONSUMO (BC)";13932883
2005;Acre;2;"BENS INTERMEDIÁRIOS (BI)";11196398
2005;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";10771635
2005;Goiás;1;"BENS DE CAPITAL (BK)";10170182
2005;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";8310367
2005;Maranhão;3;"BENS DE CONSUMO (BC)";7206271
2005;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";6099083
2005;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";5184193
2005;Pernambuco;1;"BENS DE CAPITAL (BK)";5156476
2005;Ceará;1;"BENS DE CAPITAL (BK)";5083067
2005;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";4156134
2005;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3484964
2005;Bahia;1;"BENS DE CAPITAL (BK)";2989860
2005;"Distrito Federal";1;"BENS DE CAPITAL (BK)";2776895
2005;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1903272
2005;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1692152
2005;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1663080
2005;"Espírito Santo";1;"BENS DE CAPITAL (BK)";1626548
2005;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1427059
2005;Pará;1;"BENS DE CAPITAL (BK)";1424025
2005;"Mato Grosso";1;"BENS DE CAPITAL (BK)";1135783
2005;Amapá;3;"BENS DE CONSUMO (BC)";947195
2005;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";786105
2005;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";775570
2005;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";748919
2005;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";562397
2005;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";416198
2005;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";292348
2005;Goiás;4;"COMBUSTÍVEIS E LUBRIFICANTES";198000
2005;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";188522
2005;Alagoas;1;"BENS DE CAPITAL (BK)";166133
2005;Roraima;3;"BENS DE CONSUMO (BC)";156522
2005;Rondônia;1;"BENS DE CAPITAL (BK)";127602
2005;Sergipe;1;"BENS DE CAPITAL (BK)";114806
2005;Paraíba;1;"BENS DE CAPITAL (BK)";86328
2005;Acre;3;"BENS DE CONSUMO (BC)";68586
2005;"Mato Grosso do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";54888
2005;Acre;4;"COMBUSTÍVEIS E LUBRIFICANTES";48913
2005;Acre;1;"BENS DE CAPITAL (BK)";25936
2005;"Distrito Federal";4;"COMBUSTÍVEIS E LUBRIFICANTES";21949
2005;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";19637
2005;Roraima;1;"BENS DE CAPITAL (BK)";16368
2005;Amapá;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";11313
2005;Sergipe;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";11033
2005;Paraíba;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";10575
2005;Amapá;1;"BENS DE CAPITAL (BK)";7727
2005;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2500
2005;Maranhão;1;"BENS DE CAPITAL (BK)";263
2004;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";14712321733
2004;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";8843255329
2004;"São Paulo";3;"BENS DE CONSUMO (BC)";8058123006
2004;"São Paulo";1;"BENS DE CAPITAL (BK)";6871100028
2004;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";6653598218
2004;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";5940799925
2004;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";3885205141
2004;Pará;2;"BENS INTERMEDIÁRIOS (BI)";3672169022
2004;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";3328832882
2004;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";2883340968
2004;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";2784629984
2004;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";2636452757
2004;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";2391663442
2004;"Santa Catarina";3;"BENS DE CONSUMO (BC)";2070261085
2004;Paraná;3;"BENS DE CONSUMO (BC)";2042311790
2004;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";1789439886
2004;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";1299436663
2004;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";1201372625
2004;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";1115081864
2004;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";1025103825
2004;Amazonas;3;"BENS DE CONSUMO (BC)";838972609
2004;Bahia;3;"BENS DE CONSUMO (BC)";836408722
2004;"Minas Gerais";3;"BENS DE CONSUMO (BC)";811260443
2004;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";579777691
2004;Paraná;1;"BENS DE CAPITAL (BK)";552447275
2004;Ceará;3;"BENS DE CONSUMO (BC)";516413558
2004;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";442633661
2004;"Santa Catarina";1;"BENS DE CAPITAL (BK)";383155222
2004;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";361136355
2004;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";336876235
2004;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";333250122
2004;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";330018113
2004;"Minas Gerais";1;"BENS DE CAPITAL (BK)";313795680
2004;Goiás;3;"BENS DE CONSUMO (BC)";290977921
2004;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";289090027
2004;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";270666208
2004;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";247786020
2004;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";236585078
2004;"Mato Grosso";3;"BENS DE CONSUMO (BC)";210376106
2004;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";200354039
2004;Pernambuco;3;"BENS DE CONSUMO (BC)";183252609
2004;Paraíba;3;"BENS DE CONSUMO (BC)";134614499
2004;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";130328392
2004;Pará;3;"BENS DE CONSUMO (BC)";126998647
2004;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";123776975
2004;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";120385289
2004;"Espírito Santo";3;"BENS DE CONSUMO (BC)";110441875
2004;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";103387605
2004;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";76114729
2004;Amazonas;1;"BENS DE CAPITAL (BK)";61581197
2004;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";59571135
2004;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";58370680
2004;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";51695579
2004;Alagoas;3;"BENS DE CONSUMO (BC)";48237902
2004;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";46080210
2004;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";44836723
2004;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";36009841
2004;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";35630917
2004;Sergipe;3;"BENS DE CONSUMO (BC)";31621953
2004;Piauí;3;"BENS DE CONSUMO (BC)";28427538
2004;"Distrito Federal";3;"BENS DE CONSUMO (BC)";19734351
2004;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";19415650
2004;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";18212778
2004;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";18023645
2004;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";17568217
2004;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";15985462
2004;Tocantins;3;"BENS DE CONSUMO (BC)";12947906
2004;Rondônia;3;"BENS DE CONSUMO (BC)";12743682
2004;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";8151403
2004;Ceará;1;"BENS DE CAPITAL (BK)";7902524
2004;Acre;2;"BENS INTERMEDIÁRIOS (BI)";7397580
2004;Maranhão;3;"BENS DE CONSUMO (BC)";6192645
2004;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";5168509
2004;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4483848
2004;Pernambuco;1;"BENS DE CAPITAL (BK)";3732370
2004;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3519776
2004;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";3474216
2004;Goiás;1;"BENS DE CAPITAL (BK)";3218454
2004;"Mato Grosso";1;"BENS DE CAPITAL (BK)";2446239
2004;Bahia;1;"BENS DE CAPITAL (BK)";1958217
2004;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1731365
2004;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1446480
2004;"Espírito Santo";1;"BENS DE CAPITAL (BK)";1376724
2004;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1230655
2004;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";991654
2004;"Distrito Federal";1;"BENS DE CAPITAL (BK)";984395
2004;Amapá;3;"BENS DE CONSUMO (BC)";770615
2004;Pará;1;"BENS DE CAPITAL (BK)";694114
2004;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";655492
2004;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";568066
2004;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";343930
2004;Paraíba;1;"BENS DE CAPITAL (BK)";287392
2004;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";232463
2004;Acre;3;"BENS DE CONSUMO (BC)";221550
2004;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";200668
2004;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";180832
2004;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";172619
2004;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";84484
2004;Roraima;3;"BENS DE CONSUMO (BC)";81512
2004;Alagoas;1;"BENS DE CAPITAL (BK)";42860
2004;Acre;4;"COMBUSTÍVEIS E LUBRIFICANTES";31441
2004;Amapá;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";22751
2004;Roraima;4;"COMBUSTÍVEIS E LUBRIFICANTES";22625
2004;Sergipe;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";17566
2004;Sergipe;1;"BENS DE CAPITAL (BK)";15214
2004;Acre;1;"BENS DE CAPITAL (BK)";12885
2004;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";12016
2004;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";10827
2004;Paraíba;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";4904
2004;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";4365
2004;Amazonas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2795
2004;Goiás;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";500
2004;Roraima;1;"BENS DE CAPITAL (BK)";300
2003;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";11548362464
2003;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";6634411860
2003;"São Paulo";3;"BENS DE CONSUMO (BC)";6324128323
2003;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";5055228742
2003;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";5034025641
2003;"São Paulo";1;"BENS DE CAPITAL (BK)";4097586303
2003;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";3285427015
2003;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";2827777410
2003;Pará;2;"BENS INTERMEDIÁRIOS (BI)";2562899934
2003;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";2235075758
2003;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";2035217051
2003;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";2026398402
2003;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";1846953457
2003;Paraná;3;"BENS DE CONSUMO (BC)";1701781373
2003;"Santa Catarina";3;"BENS DE CONSUMO (BC)";1582773381
2003;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";1529776595
2003;Amazonas;3;"BENS DE CONSUMO (BC)";1026317986
2003;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";965567653
2003;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";924257515
2003;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";733916282
2003;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";640651577
2003;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";637698992
2003;"Minas Gerais";3;"BENS DE CONSUMO (BC)";624356157
2003;Bahia;3;"BENS DE CONSUMO (BC)";577136274
2003;Ceará;3;"BENS DE CONSUMO (BC)";445588941
2003;"Mato Grosso do Sul";2;"BENS INTERMEDIÁRIOS (BI)";359878251
2003;Paraná;1;"BENS DE CAPITAL (BK)";287309329
2003;Alagoas;2;"BENS INTERMEDIÁRIOS (BI)";279238783
2003;Ceará;2;"BENS INTERMEDIÁRIOS (BI)";278902953
2003;"Santa Catarina";1;"BENS DE CAPITAL (BK)";262343973
2003;"Rio de Janeiro";3;"BENS DE CONSUMO (BC)";254852474
2003;"Rio Grande do Norte";3;"BENS DE CONSUMO (BC)";221022364
2003;Pernambuco;2;"BENS INTERMEDIÁRIOS (BI)";192985341
2003;Pernambuco;3;"BENS DE CONSUMO (BC)";185643840
2003;Amazonas;2;"BENS INTERMEDIÁRIOS (BI)";178679711
2003;Goiás;3;"BENS DE CONSUMO (BC)";171631856
2003;"Minas Gerais";1;"BENS DE CAPITAL (BK)";167549232
2003;"Mato Grosso";3;"BENS DE CONSUMO (BC)";158959688
2003;"Rio de Janeiro";1;"BENS DE CAPITAL (BK)";154336697
2003;"Mato Grosso do Sul";3;"BENS DE CONSUMO (BC)";137845448
2003;Pará;3;"BENS DE CONSUMO (BC)";111682355
2003;Paraíba;3;"BENS DE CONSUMO (BC)";109076165
2003;"Rio Grande do Sul";4;"COMBUSTÍVEIS E LUBRIFICANTES";101507442
2003;Rondônia;2;"BENS INTERMEDIÁRIOS (BI)";92497022
2003;Paraná;4;"COMBUSTÍVEIS E LUBRIFICANTES";85012395
2003;"Espírito Santo";3;"BENS DE CONSUMO (BC)";84584404
2003;Amazonas;1;"BENS DE CAPITAL (BK)";76404465
2003;"Espírito Santo";4;"COMBUSTÍVEIS E LUBRIFICANTES";70483067
2003;"Rio Grande do Norte";4;"COMBUSTÍVEIS E LUBRIFICANTES";63038681
2003;Alagoas;3;"BENS DE CONSUMO (BC)";42560051
2003;Tocantins;2;"BENS INTERMEDIÁRIOS (BI)";40134670
2003;Paraíba;2;"BENS INTERMEDIÁRIOS (BI)";40084475
2003;Alagoas;4;"COMBUSTÍVEIS E LUBRIFICANTES";39061032
2003;Ceará;4;"COMBUSTÍVEIS E LUBRIFICANTES";32288457
2003;Piauí;2;"BENS INTERMEDIÁRIOS (BI)";30368411
2003;"São Paulo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";29519165
2003;Piauí;3;"BENS DE CONSUMO (BC)";27929399
2003;Pernambuco;4;"COMBUSTÍVEIS E LUBRIFICANTES";27425579
2003;"Rio Grande do Norte";2;"BENS INTERMEDIÁRIOS (BI)";25875736
2003;Sergipe;3;"BENS DE CONSUMO (BC)";23997175
2003;Paraíba;4;"COMBUSTÍVEIS E LUBRIFICANTES";18886545
2003;Amapá;2;"BENS INTERMEDIÁRIOS (BI)";18253534
2003;Amazonas;4;"COMBUSTÍVEIS E LUBRIFICANTES";17853130
2003;Sergipe;2;"BENS INTERMEDIÁRIOS (BI)";14765318
2003;"Rio de Janeiro";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";12974146
2003;"Distrito Federal";2;"BENS INTERMEDIÁRIOS (BI)";11397036
2003;Tocantins;3;"BENS DE CONSUMO (BC)";5446293
2003;Rondônia;3;"BENS DE CONSUMO (BC)";5072236
2003;Maranhão;3;"BENS DE CONSUMO (BC)";4849892
2003;"Minas Gerais";4;"COMBUSTÍVEIS E LUBRIFICANTES";4355338
2003;Acre;2;"BENS INTERMEDIÁRIOS (BI)";3964675
2003;Pernambuco;1;"BENS DE CAPITAL (BK)";3643654
2003;Roraima;2;"BENS INTERMEDIÁRIOS (BI)";3560891
2003;Ceará;1;"BENS DE CAPITAL (BK)";3517095
2003;"Espírito Santo";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";3396785
2003;"Distrito Federal";3;"BENS DE CONSUMO (BC)";3117190
2003;Paraná;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2670991
2003;Goiás;1;"BENS DE CAPITAL (BK)";2107998
2003;Bahia;1;"BENS DE CAPITAL (BK)";1620346
2003;Acre;3;"BENS DE CONSUMO (BC)";1345823
2003;Bahia;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1345529
2003;Amapá;3;"BENS DE CONSUMO (BC)";1304147
2003;"Espírito Santo";1;"BENS DE CAPITAL (BK)";1203858
2003;"Rio Grande do Sul";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1050569
2003;"Santa Catarina";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1031725
2003;Pernambuco;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";850292
2003;Maranhão;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";739196
2003;Pará;1;"BENS DE CAPITAL (BK)";453277
2003;Ceará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";337708
2003;"Santa Catarina";4;"COMBUSTÍVEIS E LUBRIFICANTES";230669
2003;"Mato Grosso";1;"BENS DE CAPITAL (BK)";218222
2003;Paraíba;1;"BENS DE CAPITAL (BK)";202330
2003;"Distrito Federal";1;"BENS DE CAPITAL (BK)";197726
2003;Roraima;3;"BENS DE CONSUMO (BC)";172136
2003;"Mato Grosso do Sul";1;"BENS DE CAPITAL (BK)";167795
2003;Pará;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";154535
2003;"Rio Grande do Norte";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";139776
2003;Roraima;4;"COMBUSTÍVEIS E LUBRIFICANTES";85658
2003;Pará;4;"COMBUSTÍVEIS E LUBRIFICANTES";73300
2003;"Rio Grande do Norte";1;"BENS DE CAPITAL (BK)";69000
2003;"Distrito Federal";4;"COMBUSTÍVEIS E LUBRIFICANTES";51384
2003;Alagoas;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";46483
2003;Maranhão;4;"COMBUSTÍVEIS E LUBRIFICANTES";32679
2003;Sergipe;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";28944
2003;Acre;1;"BENS DE CAPITAL (BK)";26562
2003;Sergipe;1;"BENS DE CAPITAL (BK)";21686
2003;Rondônia;1;"BENS DE CAPITAL (BK)";19091
2003;"Distrito Federal";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";7670
2003;Roraima;1;"BENS DE CAPITAL (BK)";6553
2003;Amapá;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";5444
2003;"Minas Gerais";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";2026
2003;Alagoas;1;"BENS DE CAPITAL (BK)";1740
2003;Goiás;9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";1430
2003;"Mato Grosso";9;"BENS NÃO ESPECIFICADOS ANTERIORMENTE";548
2002;"São Paulo";2;"BENS INTERMEDIÁRIOS (BI)";9680280603
2002;"Minas Gerais";2;"BENS INTERMEDIÁRIOS (BI)";5733884619
2002;"São Paulo";3;"BENS DE CONSUMO (BC)";5531518451
2002;"São Paulo";1;"BENS DE CAPITAL (BK)";4021307176
2002;Paraná;2;"BENS INTERMEDIÁRIOS (BI)";3912558754
2002;"Rio Grande do Sul";2;"BENS INTERMEDIÁRIOS (BI)";3862087714
2002;"Espírito Santo";2;"BENS INTERMEDIÁRIOS (BI)";2377253603
2002;"Rio de Janeiro";4;"COMBUSTÍVEIS E LUBRIFICANTES";2280392583
2002;Pará;2;"BENS INTERMEDIÁRIOS (BI)";2167589361
2002;"Rio Grande do Sul";3;"BENS DE CONSUMO (BC)";2026052390
2002;Bahia;2;"BENS INTERMEDIÁRIOS (BI)";1688321389
2002;"Mato Grosso";2;"BENS INTERMEDIÁRIOS (BI)";1685721890
2002;"Santa Catarina";2;"BENS INTERMEDIÁRIOS (BI)";1658733550
2002;Paraná;3;"BENS DE CONSUMO (BC)";1492181369
2002;"Santa Catarina";3;"BENS DE CONSUMO (BC)";1297677629
2002;"Rio de Janeiro";2;"BENS INTERMEDIÁRIOS (BI)";1055757538
2002;Amazonas;3;"BENS DE CONSUMO (BC)";848472922
2002;"São Paulo";4;"COMBUSTÍVEIS E LUBRIFICANTES";770530584
2002;Maranhão;2;"BENS INTERMEDIÁRIOS (BI)";647665530
2002;Goiás;2;"BENS INTERMEDIÁRIOS (BI)";535790259
2002;"Minas Gerais";3;"BENS DE CONSUMO (BC)";454828550
2002;Bahia;4;"COMBUSTÍVEIS E LUBRIFICANTES";453387388
2002;"Rio Grande do Sul";1;"BENS DE CAPITAL (BK)";397778930
